Uniprot.ID,V_log2.i._TMT_1,V_log2.i._TMT_3,V_log2.i._TMT_5,V_log2.i._TMT_7,V_log2.i._TMT_9,D_log2.i._TMT_2,D_log2.i._TMT_4,D_log2.i._TMT_6,D_log2.i._TMT_8,D_log2.i._TMT_10
Q5TA45,22.21303318,22.05882829,21.91916686,22.00876887,22.2681321,22.11354811,22.09028373,21.9632578,22.30103027,22.27232767
Q9UKS6,16.70891579,16.55609351,16.64947213,16.45978979,16.43376661,16.52970987,16.63719029,16.49562405,16.86052431,16.71971951
Q92882,21.87700196,21.77785124,21.75440849,21.77316557,21.82264625,21.7292183,21.73447518,21.72787083,21.77270222,21.78811657
Q5XKP0,20.62241839,20.67383076,20.58244174,20.51373655,20.49621548,20.55711568,20.75062477,20.70770287,20.55290262,20.62956225
Q9Y2U8,22.61567317,22.49265965,22.53275859,22.58502521,22.66810403,22.52189341,22.50185613,22.52621953,22.6022637,22.52351574
Q9UBF2,23.53205617,23.57906563,23.56881638,23.63446205,23.52697471,23.56181597,23.60506052,23.65979412,23.6065179,23.60170094
O14569,19.58978378,19.44911367,19.46722523,19.62806023,19.69500611,19.59584388,19.47894839,19.50014797,19.49124477,19.51499639
P05423,20.20408891,20.35003721,20.32584385,20.20296322,20.06036011,20.33237574,20.39657819,20.31453893,20.26001342,20.32451689
P09382,27.76623919,27.76623919,27.75586288,27.76623919,27.77831026,27.76623919,27.68767203,27.76623919,27.76623919,27.68767203
Q8NEY1,18.47744982,18.37920351,18.30635017,18.4318833,18.63898796,18.36506165,18.3668538,18.32250646,18.38983646,18.3154784
O43252,24.43318397,24.35046011,24.3858509,24.41932375,24.448579,24.40634334,24.44633372,24.38425943,24.27078613,24.39514955
Q14657,22.92414337,22.86960337,22.87578878,22.91498526,22.86641774,23.08005299,22.68526001,22.70884575,22.83657146,22.77586202
Q9BXV9,21.62563258,21.4945016,21.71288278,21.61140945,21.92421265,21.48178318,21.44276389,21.65686716,21.76411777,21.55210454
P17066,26.70567648,26.71150415,26.74883882,26.84091073,26.78706109,26.80053954,26.61786403,26.77462641,26.70960645,26.70770876
Q8WW33,26.41020876,26.31379242,26.34570468,26.3555569,26.51916604,26.29929763,26.24633341,26.33813631,26.41020876,26.34570468
Q8N4T8,23.02135695,22.94193009,22.93719317,22.98071078,23.16090233,22.95817056,22.86960337,22.94388621,23.00731273,22.95946291
Q5GLZ8,20.9389033,21.01317437,20.9549647,21.11088227,20.87127095,21.0991749,21.10494676,21.00326874,20.94781229,21.06975038
Q9BZM6,20.57066519,20.66169521,20.61860483,20.45697121,20.5809275,20.59232297,20.660484,20.57185913,20.57185913,20.77684023
Q05209,22.66698061,22.64113807,22.71961873,22.7130333,22.70884575,22.69392956,22.61844639,22.70160569,22.65153514,22.59524729
Q9UGM6,20.25300214,20.21295978,20.1449428,20.17312625,20.22013131,20.24154352,20.20991819,20.1954934,20.19801765,20.31611515
P56377,18.49900912,18.39920928,18.17742253,18.49900912,18.29110857,18.21982178,18.38489804,18.28069288,18.35851855,18.29421648
P48444,24.86710108,24.94371343,24.93218083,24.93218083,24.80237622,24.96806809,24.96275399,24.96001416,24.85166879,24.97175279
Q6N063,20.83237964,20.84014679,20.90946519,20.9572947,20.88323334,20.80998981,20.87472716,20.87716641,20.89970768,20.79914057
Q8IWD4,20.49032127,20.49621548,20.49220167,20.54350029,20.53581676,20.55839803,20.38612368,20.54350029,20.55398015,20.33782196
Q02447,21.42851363,21.56414149,21.62388298,21.47423268,21.56933177,21.51320514,21.48301835,21.57306064,21.48718941,21.33695262
Q9NRV9,21.78453138,21.6681151,21.68387911,21.69024912,21.79922888,21.71668854,21.62563258,21.66620885,21.70120294,21.64334326
Q9HDC9,23.99009077,23.97613437,23.94174365,23.93655902,23.92384818,23.96931506,24.0242231,23.95932553,23.95404341,24.00992375
Q16658,29.09666641,29.04556254,29.06689677,29.09666641,29.09666641,29.06689677,29.08353628,29.04556254,29.09666641,29.06689677
O00505,20.00940779,20.22372403,20.17847603,20.1482531,19.91848395,20.17847603,20.16378428,20.21843908,20.09082369,20.23193619
Q8N1G0,19.71533536,19.78225641,19.89920547,19.90118171,19.76200303,19.82056438,19.55288301,19.82607011,19.68382874,19.60156835
Q5VTE6,16.01393726,15.69239723,16.17645453,15.83742498,15.50429058,15.89070985,15.69239723,15.79917975,15.83742498,15.69239723
Q96G46,24.33419385,24.26215556,24.26693301,24.27399859,24.32755574,24.26036585,24.24826655,24.27078613,24.26984589,24.2376483
P82912,19.49986899,19.54563021,19.54563021,19.54759179,19.2850061,19.60156835,19.72997106,19.56711211,19.57569558,19.4403283
Q9Y5U2,23.70317039,23.66532794,23.65979412,23.67966737,23.77966146,23.62328534,23.5013861,23.59109475,23.72467849,23.58933558
Q9H3R5,21.59600704,21.63828105,21.69185737,21.66620885,21.69024912,21.63734128,21.61277473,21.63828105,21.57306064,21.67753141
Q99755,17.38102269,17.40019161,17.17637759,17.65185834,17.31768331,17.20848436,17.28804358,17.18020286,17.38572651,17.28048536
Q00577,23.94174365,23.99643814,24.08944478,24.04243421,24.38129833,23.93408754,24.04951782,24.00349627,23.92769742,23.8783324
Q8ND76,20.19899344,20.14537017,20.13955512,20.06989075,20.1449428,20.10519022,20.1685573,20.11070516,20.05296572,20.11713442
Q8TDP1,21.71401332,21.71935531,21.71668854,21.7077501,21.65071886,21.79644541,21.79038516,21.67167218,21.7585811,21.70689094
Q92598,26.27296033,26.36431176,26.40424327,26.31087186,26.1438397,26.40114437,26.39575864,26.34570468,26.33119066,26.31643185
Q8WVC0,25.07381658,25.06253254,24.99524913,25.07661384,25.11588449,25.06719838,25.00241193,25.00687544,25.04248374,24.95848622
P45974,27.08057016,26.99017506,27.0049089,27.08057016,27.0986841,27.04370111,27.00819799,26.99438522,27.03060715,27.03816827
P02042,24.99723454,25.08922402,24.90964443,25.13503367,25.57331978,24.43318397,24.84259726,25.23022768,25.22611428,24.95709807
Q9HBU6,18.03792253,18.07736105,18.09242422,18.07736105,18.21376873,18.20987134,18.33321131,18.11260709,18.08548945,18.18258439
O14524,21.14395776,21.27350059,21.236921,21.24932231,21.16612507,21.40034254,21.1844676,21.38589319,21.13701785,21.23770614
P00338,31.06973114,31.06973114,31.06973114,31.06973114,31.06973114,31.06973114,31.03562629,31.06973114,31.06973114,31.03562629
Q9P2R6,20.5457305,20.3876443,20.38090782,20.51859949,20.59232297,20.44176478,20.37815501,20.34242245,20.50517162,20.44176478
Q9HAP2,19.52672016,19.43264581,19.43264581,19.51722282,19.5391304,19.443783,19.41764085,19.3957319,19.51722282,19.443783
P13639,31.03562629,31.03562629,31.03562629,31.03562629,31.03562629,31.03562629,31.06973114,31.03562629,31.03562629,31.06973114
P50747,21.8066401,21.84919357,21.86268039,21.81267433,21.76411777,21.88357198,21.89557232,21.84713899,21.8066401,21.82176224
A6H8Y1,20.20750453,20.04910478,20.01114849,20.08028366,20.23566806,20.06573233,19.98219062,20.06363719,20.1449428,20.00940779
Q9Y4Y9,22.40088942,22.40506847,22.21303318,22.63982099,22.42849687,22.2504137,22.16480321,22.45742622,22.53663319,22.28184653
Q8N300,20.27481834,20.08357904,20.14579753,20.15294049,20.37651049,19.96335919,20.00765376,20.06989075,20.3052744,20.21123793
P12829,26.96407052,26.91655853,26.93893055,26.95268122,27.10773648,26.91103799,26.81453931,26.93103173,26.99438522,26.91655853
O75528,21.24801978,21.22751354,21.29270049,21.36069233,21.35258653,21.21444228,21.2238634,21.29270049,21.31574332,21.23196799
O43674,20.10964641,20.13955512,20.10519022,20.14579753,20.16100761,20.08955312,20.28194174,20.19850555,20.21123793,20.09539327
Q29RF7,22.19200907,22.24002622,22.20691317,22.13229949,22.16480321,22.20264805,22.25814756,22.25120968,22.20691317,22.25238811
Q9H1I8,20.83085561,20.80998981,20.92160458,20.85556853,20.77418279,20.87579738,20.90058179,20.89099117,20.86107899,20.95123901
O43524,20.06573233,20.12534684,20.08207561,20.04741791,20.0979626,20.09895973,20.03631323,20.04147088,20.03011265,20.0236176
Q9UBF1,24.42908804,24.43318397,24.39820921,24.45465961,24.42235776,24.4094565,24.41738305,24.44633372,24.42761771,24.35933358
Q9HBI1,19.77363771,19.81039912,19.79132533,19.77785486,19.73485489,19.81039912,19.78515273,19.76695488,19.73485489,19.87247029
Q99828,19.55750888,19.30922366,19.48165316,19.35525924,19.71158586,19.1737654,19.3342496,19.37994744,19.58978378,19.51289026
Q9H5V9,21.85506653,21.83937354,21.81874843,21.78677128,21.91766956,21.85981342,21.92088,21.79301389,21.87631888,21.93083596
Q9NZD4,21.92937831,21.81371058,21.95736161,21.91381223,22.73797393,21.25052225,21.81490688,21.98693857,22.24282055,22.02448462
P78537,20.83753844,20.59655188,20.78467067,20.81098575,21.2847248,20.42160073,20.63198448,20.83402614,20.96992583,20.78661942
P09211,29.99004949,29.92631735,29.85165387,29.92631735,29.99004949,29.93846093,30.06943031,29.99004949,29.92631735,30.06943031
P46109,27.99966488,27.99966488,27.97805051,27.97805051,28.03766751,27.99966488,27.93346989,27.97805051,27.94274708,27.98881778
Q01813,26.8517761,26.87322967,26.86472147,26.92823569,26.88052492,26.81862796,26.86788047,26.90671702,26.8517761,26.82489823
O75027,17.11162826,17.19268308,17.09940949,16.92101,16.89001671,17.17637759,17.3099067,16.95196725,16.99525744,17.19268308
Q6UW68,22.08213302,21.89701607,21.91850332,22.02335959,22.10501851,21.93349365,21.91667837,21.87177997,21.99819039,21.93349365
P31948,30.55977617,30.55977617,30.55977617,30.55977617,30.55977617,30.55977617,30.55977617,30.55977617,30.55977617,30.59575898
Q9H410,21.84919357,21.77880905,21.79644541,21.81158267,21.79134263,21.81371058,21.86372174,21.81490688,21.79209906,21.82339198
Q12830,21.05713082,21.0942472,21.03066607,20.92909647,20.99125322,21.11017325,21.10033592,21.00443727,21.0499535,21.06635754
Q9P2M4,16.63719029,16.63109107,16.8210259,17.04101824,16.63719029,16.79841563,16.70891579,16.68123841,16.35924835,16.59079358
Q9BZM4,17.74044819,17.89634583,17.73184876,17.53964267,17.89367831,17.72843058,17.61689567,17.78399247,18.09242422,17.85504093
Q9NRL3,19.92306116,19.94736013,20.002728,20.32106897,19.86412519,20.01881999,19.86306345,19.86957852,19.94736013,19.84634968
P58546,28.36764578,28.22632391,28.15006276,28.21451591,28.38219281,28.18238552,28.20381164,28.23597321,28.23597321,28.26233517
Q8N2F6,21.70604873,21.8925045,21.83405228,21.76320853,21.62388298,21.82775767,21.87700196,21.84019165,21.74951974,21.82004466
Q9H3H3,23.40944328,23.31794399,23.36576761,23.44830427,23.48190794,23.29103915,23.36726189,23.32327532,23.37309615,23.45146065
Q96FV2,21.21039089,21.00726194,21.00726194,21.15854121,21.19248119,20.98571986,20.98188916,20.99639033,21.15454241,21.12717257
Q9H4B0,17.64618458,17.28048536,17.53964267,17.47299218,17.71206359,17.51636689,17.41390706,17.44106297,17.36483403,17.33486327
P12235,19.0487265,19.32892653,19.32095965,19.14249445,18.91878037,19.26747557,19.31856762,19.12946043,19.20690339,19.30431135
Q7Z739,23.10965064,23.10621362,23.09813171,23.17088957,23.24370776,23.05186392,23.10965064,23.15079981,23.14541361,23.10784423
Q9Y295,25.18233762,25.11588449,25.12053875,25.15239067,25.12053875,25.13503367,25.13868328,25.1220833,25.08470415,25.12359511
Q9UBB9,21.51460163,21.53254735,21.54122748,21.43080864,21.51839302,21.536528,21.5274607,21.4646281,21.53537174,21.56414149
Q8WXI9,22.53663319,22.5094426,22.64113807,22.82723453,22.61735054,22.6022637,22.44584491,22.67764055,22.64243407,22.56387691
P57682,20.25036306,20.28955028,20.25574159,20.25036306,20.48985278,20.2306363,20.35848541,20.27188749,20.30452552,20.16378428
O75152,23.09289175,23.09813171,23.08762965,22.97390482,23.11386028,23.0855957,23.08223169,23.08762965,23.09813171,23.09887622
O15151,15.96183411,15.99429424,15.79917975,16.04139324,16.17645453,15.98009228,15.89070985,15.91672054,15.74230591,15.89070985
P07919,26.51667542,26.40664805,26.57913604,26.53060747,26.64540738,26.40424327,26.32386921,26.5511381,26.59012651,26.47844475
Q9BYW2,23.06893686,23.07125603,23.11961908,23.12162995,23.09813171,23.07486875,23.13660966,23.06588537,23.0442204,23.073172
P61421,23.07003561,22.93842881,22.98071078,23.00731273,22.88349083,23.11961908,23.04342491,23.00404506,22.93232317,23.00907049
Q29980,19.56034901,19.67834835,19.67601599,19.74358372,19.7246745,19.61811396,19.5633369,19.71314477,19.69292782,19.59584388
P69905,29.59082053,29.71707996,29.54488114,29.76105118,30.17631484,29.16979813,29.46070071,29.86711832,29.83122529,29.62376102
Q6GMV2,24.23305941,24.10039035,24.0714997,24.16425199,24.20358293,24.09084487,24.12592515,24.07713994,24.09084487,24.12304909
P40425,20.80343073,20.90110191,20.90575978,20.89542188,20.72889308,20.87868466,20.90575978,20.8893783,20.92636113,20.85995776
Q05086,24.83155827,24.85785128,24.85059039,24.87041265,24.83232242,24.88054311,24.88054311,24.8766261,24.83395005,24.85965374
Q9BWH6,20.29413765,20.34367943,20.33450617,20.36183761,20.2835318,20.40599054,20.33042062,20.37388001,20.29413765,20.40451869
Q86WN1,19.43682781,19.30554133,19.31679335,19.50261136,19.55168035,19.47771992,19.72822216,19.49959002,19.41976591,19.69500611
O14737,25.88343572,25.95117232,25.98000566,25.9261693,25.93366706,25.9446513,25.85287929,25.956953,25.92921345,25.86710167
Q9UNS2,24.64401493,24.6884034,24.77011003,24.74932646,24.5994317,24.66227628,24.68270263,24.74932646,24.61307787,24.61307787
P35244,25.11109129,25.02380142,24.98862154,25.04965685,25.05651626,25.00444558,25.04965685,25.0698407,24.97827684,24.98630912
O60551,17.12498994,17.18020286,17.08036546,17.15931245,17.14167874,17.07302971,17.06447448,17.14668281,17.04101824,16.98794016
Q9NXW9,19.21630176,19.07338567,19.28795634,19.43264581,19.24668917,19.25424505,19.10601605,19.25825159,19.25825159,19.17746783
Q9ULQ0,17.15931245,17.03283579,17.2328943,17.28804358,17.15440152,17.15440152,17.19268308,17.01677006,17.07302971,16.95196725
C9JLW8,23.98042454,23.77551387,23.7971845,23.7971845,24.15669059,25.08667542,23.77769163,23.79871511,24.05064879,23.94327494
P62857,28.15694744,28.12455093,28.12455093,28.29819129,28.28329719,28.10434916,28.03766751,28.14168081,28.24400199,28.10434916
O95997,20.71948154,20.61609198,20.64015591,20.67560495,20.91484563,20.56494646,20.50226499,20.68086051,20.69119293,20.6835154
Q8WW01,22.92167222,22.6990172,22.72507953,22.92033741,23.073172,22.78176192,22.71008501,22.62925859,22.89200398,22.63982099
Q8IWE5,19.14249445,19.13256487,19.18909725,19.10476383,19.12764624,19.19030746,19.13798333,19.08916425,19.08161776,19.04208707
Q7Z4H3,24.40520015,24.34876181,24.37888057,24.40634334,24.58443197,24.3568834,24.21455565,24.35933358,24.3327403,24.23305941
Q13625,21.2847248,21.28731173,21.26852958,21.25356584,21.33397884,21.27350059,21.29176114,21.27722473,21.25153867,21.24801978
Q9GZT9,21.15707831,21.14715938,21.17857849,21.19342402,21.38783476,21.0897411,21.00133093,21.22751354,21.16103326,21.13096852
Q9UL63,23.56329343,23.5800844,23.59500517,23.63094777,23.62138536,23.62138536,23.60011191,23.59842314,23.55298479,23.50863542
Q12834,18.75443566,18.64876284,18.70716939,18.73785891,18.80653197,18.70454847,18.68423007,18.6862081,18.92427436,18.89259759
Q14457,21.34690447,21.33695262,21.28393283,21.31167327,21.31446589,21.40571772,21.34719916,21.39373606,21.35494454,21.36437633
Q2NKX9,21.2627621,21.2413533,21.207201,21.16363602,21.4094682,21.17339997,21.26952959,21.24025579,21.22102013,21.00443727
P17028,21.95274395,21.88699005,21.92937831,21.9613918,21.9949725,21.87899073,21.8896615,21.88056153,21.96676143,21.95274395
Q9NZ43,21.87482842,21.8066401,21.8896615,21.83567314,22.1030384,21.66516744,21.7585811,21.87063878,21.96403397,21.77977893
O95785,23.07671909,23.00551087,23.03826005,23.04009979,23.0855957,23.01446393,23.00907049,22.99601674,23.03928754,23.05186392
Q06124,24.07022982,24.02686762,24.07344428,24.06955828,24.02856305,24.0925697,24.12155641,24.07344428,24.02686762,24.16898919
Q9HD26,19.45504549,19.60960719,19.53104465,19.43509275,19.40220062,19.53807923,19.50696412,19.45504549,19.53807923,19.58273645
P04040,27.96784029,27.96784029,27.98881778,27.98881778,27.96784029,27.98881778,27.95503761,27.93346989,27.93346989,27.95503761
Q96AE7,17.1681629,17.13040296,17.05154277,17.22616145,17.35142659,17.18670141,17.2328943,17.2667949,17.15440152,17.35142659
Q9H496,16.94327383,17.1681629,17.18020286,16.97787715,17.33892152,16.63719029,16.73174813,17.13040296,17.29335493,17.05154277
Q5H9F3,20.14207535,20.14537017,20.06036011,20.12269622,20.26001342,20.03733966,20.04463408,20.01748689,20.15026233,20.13235737
P62330,20.98994704,20.9235041,21.0499535,21.01738957,20.94013885,20.9950742,21.05985534,20.96226269,20.86561335,20.89463401
Q7L8J4,22.62925859,22.60508654,22.65003362,22.63053052,22.72084161,22.64622681,22.56626193,22.61735054,22.64622681,22.58726667
Q5VTR2,24.70598169,24.66227628,24.69131632,24.70598169,24.69907022,24.73157309,24.67679955,24.64720465,24.6604755,24.65823759
O00124,19.27696906,19.26062947,19.25685261,19.40787017,19.38744214,19.25685261,19.24126415,19.24668917,19.17961548,19.24435205
O94927,19.43935472,19.52970352,19.55750888,19.50696412,19.45821069,19.51289026,19.58978378,19.43264581,19.52970352,19.59334769
P08575,25.16789818,25.28254247,25.24578639,25.25871792,25.14334217,25.23463906,25.21501602,25.22789001,25.17525444,25.07865024
Q9UIA9,22.92733542,22.97637003,22.94840477,22.95101731,22.9095553,22.96746139,22.99961935,22.99704972,22.91237199,22.97390482
Q15654,25.17151293,25.06253254,25.09111385,25.17525444,25.26150793,25.07865024,25.06719838,25.08667542,25.14114992,25.10389659
O14777,23.6247996,23.70014323,23.73402219,23.65309007,23.49892054,23.72320063,23.73156789,23.71537552,23.63569202,23.72014691
Q9Y4E8,26.08561471,26.18653669,26.16929453,26.10761362,25.99795743,26.20003109,26.19720797,26.17558125,26.10054058,26.13467927
Q15047,19.34526368,19.40220062,19.36373381,19.34358123,19.31856762,19.4840007,19.37114039,19.32095965,19.38444087,19.38896385
P15311,28.608655,28.54479216,28.58294171,28.54479216,28.608655,28.5680815,28.608655,28.53028496,28.53028496,28.58294171
Q15691,25.53899261,25.58084929,25.51726007,25.56397864,25.49619426,25.55157503,25.52284196,25.55977664,25.47618193,25.52284196
O14933,16.86052431,16.83972472,17.03283579,17.01103638,17.15931245,16.61774338,16.69652026,16.95828945,17.24470587,16.89001671
Q04323,26.17365918,26.10297303,26.10054058,26.12458344,26.16287426,26.11789847,26.04392509,26.09517192,26.14489511,26.08561471
Q8IVW6,19.23939561,19.19825528,19.29622111,19.16352337,19.30554133,19.229286,19.13429404,19.18482788,19.1725053,19.18296891
Q5J8M3,20.32584385,20.23809985,20.31813193,20.33350222,20.36296398,20.30949887,20.24947123,20.3052744,20.26490636,20.25224898
O43681,25.41849423,25.38174582,25.3513111,25.33521863,25.39628338,25.39383699,25.36088082,25.34121719,25.34619019,25.35780079
O15372,25.68539734,25.67353962,25.68539734,25.6969661,25.65353023,25.6824981,25.6762288,25.72320277,25.60768765,25.63242766
Q9Y5J6,21.39707019,21.29211659,21.2413533,21.4143775,21.95274395,20.84014679,21.24566213,21.48565702,21.56414149,21.37006419
Q6P1L8,19.31292636,19.3399105,19.21350702,19.3015694,19.35940364,19.33303418,19.29793365,19.37472522,19.35301178,19.34161136
P09234,23.42499702,23.21231776,23.35745264,23.20820549,23.66962018,22.96217242,23.10621362,23.33830602,23.5388925,23.31389114
P11171,24.52401915,24.60298293,24.5622399,24.54539061,24.48938653,24.56448727,24.6053417,24.6010313,24.53349941,24.57710375
O00534,19.63487461,19.48908215,19.43682781,19.58978378,19.57748935,19.54759179,19.50419745,19.58499273,19.4595755,19.45504549
Q9Y421,20.87472716,20.90450064,20.83753844,20.79152619,21.02724331,20.86625998,20.85184939,20.9950742,20.94274733,21.01916281
Q9Y6D5,19.1951909,19.08348083,18.99112974,19.14444772,19.20347328,19.24976304,19.11291353,19.05691761,19.23351441,19.17037804
P15976,19.83158351,19.70218527,19.69500611,19.73485489,19.78515273,19.75885693,19.73485489,19.67325361,19.88849151,19.87672212
Q9NP71,23.15792705,23.03928754,23.05075295,23.15533258,23.21803923,23.13540706,23.00731273,23.01831746,23.11100135,23.0442204
P42126,26.80053954,26.67832511,26.88912288,26.93103173,27.00819799,26.77462641,26.58405241,26.86472147,26.80640914,26.76583522
Q9Y3A5,25.87053489,25.88787869,25.86710167,25.82458935,25.7945324,25.91853119,25.95436244,25.90117839,25.82752157,25.88343572
P51965,21.92421265,22.02271971,21.94438724,21.89369394,21.73447518,22.01128548,22.08510353,21.92088,21.94195566,21.91106205
Q9HCN8,26.20716536,26.10906139,26.15079609,26.15584848,26.192668,26.22145981,26.192668,26.10297303,26.2487748,26.20716536
P13489,27.43372277,27.36450858,27.36970249,27.38745474,27.40735648,27.4408381,27.45568731,27.38745474,27.36450858,27.4873429
P55809,25.5994319,25.55157503,25.58662011,25.59183811,25.61195423,25.60768765,25.58662011,25.5838667,25.52843377,25.5838667
Q96EP1,19.76398055,19.68382874,19.77879701,19.77879701,19.82182491,19.7632504,19.67325361,19.68629567,19.7647107,19.76092171
Q9BRV8,23.35993567,23.22734717,23.28287037,23.29258514,23.51769548,23.19842266,23.12364042,23.28167138,23.38697521,23.29581075
P46531,19.74101427,19.73711142,19.73330924,19.84118117,19.83363214,19.76092171,19.75756207,19.68214245,19.76958729,19.71314477
Q86U90,23.01257974,22.86366498,22.95817056,23.0104805,22.93101524,22.98407816,22.91237199,22.89689872,22.90582179,22.94110373
Q7Z4S6,25.32935045,25.30064383,25.57860501,25.44468078,25.50029451,25.33521863,25.35780079,25.36816542,25.51111501,25.1912728
Q9UK53,17.03283579,17.18670141,17.07302971,17.14167874,16.86052431,17.00371443,16.92101,16.83972472,16.84503863,17.12498994
O60832,24.6010313,24.62943659,24.63303791,24.59076853,24.59324957,24.62680807,24.69907022,24.60298293,24.6010313,24.64720465
Q9Y3F4,26.80924969,26.78706109,26.778396,26.80053954,26.82876202,26.78370748,26.778396,26.757282,26.80053954,26.76075469
O14653,20.24638631,20.27433349,20.36296398,20.49220167,20.46804749,20.34367943,20.13019563,20.35848541,20.33350222,20.31813193
Q8N8J7,21.63565016,21.58221674,21.55557892,21.63208075,21.85981342,21.48301835,21.46598137,21.66066549,21.7206132,21.55557892
Q9NQW7,23.08474921,23.14541361,23.10397294,23.09378999,23.05075295,23.12364042,23.17847399,23.16090233,23.05548992,23.17302204
P35606,25.45607904,25.5203693,25.50401155,25.5203693,25.40830313,25.53035161,25.56397864,25.56397864,25.47378244,25.48599939
Q9NXK8,17.68452405,17.78700671,17.71669823,17.5303943,17.67948855,17.88901759,17.54591186,17.77970133,17.68452405,17.72102226
Q8NHG7,23.41377826,23.17847399,23.28167138,23.36576761,23.7403632,22.95660405,23.04747387,23.23443749,23.59222549,23.27211999
Q8IXB1,22.16172078,22.18446064,22.82852647,23.30397888,22.51193448,22.47211247,22.08373025,22.66698061,22.67134384,22.59244125
Q9NU23,21.19126258,21.05514745,21.22102013,21.09669721,21.9038406,20.6255069,20.98876867,21.24801978,21.51839302,21.15854121
O75190,22.11152098,22.24673763,22.25706067,22.16480321,22.05629713,22.28518366,22.30277797,22.23314534,22.13977547,22.21788138
P28289,21.19670579,21.37299473,21.43416727,21.47010952,21.38589319,21.41151762,21.40369758,21.44702016,21.43985771,21.398938
O60701,18.76646633,19.06170067,19.05841668,19.04298811,18.73785891,19.06801513,19.01360654,19.09819112,18.94570997,19.06801513
Q9BRT9,22.64622681,22.68044297,22.55085563,22.61014117,22.64403079,22.67577494,22.56098634,22.54023211,22.64113807,22.56993303
Q16254,21.49748363,21.42851363,21.4676617,21.52000145,21.51460163,21.4945016,21.45302402,21.45794415,21.47665777,21.46707291
Q9Y4Z0,26.19029242,26.13467927,26.06758481,26.18262913,26.3555569,26.00176015,26.01678618,26.15079609,26.18839662,26.16488481
Q9H3Y8,16.68123841,16.63719029,17.01103638,16.95828945,16.94327383,16.87132908,16.52970987,16.79226946,16.70891579,16.7595541
Q9NPF0,20.17397741,20.03216126,20.09082369,20.19899344,20.16378428,20.1685573,19.95762445,20.09082369,20.03836608,20.2019838
Q8N5D0,18.16281533,18.48758705,18.14024131,18.26101045,18.14024131,18.27186762,18.38184082,18.30882391,18.20987134,18.30122172
Q6ZN17,21.77316557,21.73671824,21.79551567,21.6976948,21.77785124,21.75177118,21.77785124,21.77785124,21.79134263,21.81744517
Q8NC42,21.88173547,21.83676413,21.81744517,21.87063878,21.88527151,21.80533168,21.86214728,21.80339746,21.79922888,21.83567314
Q15014,21.64072581,21.65686716,21.64503557,21.65834024,21.70201515,21.63208075,21.64418942,21.65936806,21.65071886,21.64503557
Q13217,20.71649087,20.96095412,20.85788691,20.80555252,20.70093079,20.90946519,20.89878924,20.90946519,20.77919129,20.85279675
Q8TCD6,18.02628371,17.79648208,17.98187976,17.92196074,17.88294154,17.89367831,17.79969485,17.72102226,18.15438249,17.67235679
P50990,30.14034287,30.14034287,30.17631484,30.17631484,29.92631735,30.14034287,30.14034287,30.14034287,30.17631484,30.14034287
Q9Y2Z2,17.50986468,17.25042304,17.12498994,17.2328943,17.20012967,17.29335493,17.47299218,17.3099067,17.2667949,17.45150639
Q9NYM9,20.31960988,20.33042062,20.21700547,20.58356767,21.00326874,20.04600795,20.24154352,20.43006762,20.71948154,20.27915574
Q96CS2,22.15087727,22.08024161,22.14436463,22.14319243,22.1668856,22.13573311,22.03903064,22.1083087,22.20264805,22.11615865
P82664,18.77876394,18.86758864,18.82847546,18.68423007,18.66423566,18.8252735,18.91148814,18.84714862,18.7625898,18.83097045
Q9NWS6,18.78921451,18.80264695,18.79173724,18.86211235,18.59776381,18.90293486,18.73785891,18.63732797,18.61534282,18.67583956
Q9NR12,23.5808053,23.51024442,23.49335289,23.5664342,23.61169972,23.55890578,23.46916341,23.50863542,23.53319867,23.52888197
Q12913,19.10320724,18.99638368,18.96959673,19.10601605,19.04596931,19.0487265,18.94367947,19.00446981,18.94367947,18.97753262
O75688,22.06036011,22.02335959,22.09028373,22.10621999,22.10209437,22.08024161,22.05817376,22.07249783,21.95274395,22.03903064
O15027,24.15358708,24.08944478,24.13841883,24.14767754,24.0812576,24.13619405,24.10530647,24.15073659,24.12304909,24.18247284
Q9H583,19.10476383,19.0702389,18.93715696,18.96129523,18.92949562,19.03126516,19.12946043,19.03310284,18.99112974,19.06424455
P51153,20.54131973,20.44938291,20.53581676,20.61860483,20.5224541,20.63319415,20.4260332,20.60043627,20.43298318,20.38225458
P28070,26.53406159,26.52059415,26.57483756,26.55713058,26.52202225,26.54211329,26.47844475,26.53595463,26.52515478,26.47329506
P08651,18.33031383,18.1710627,18.25412832,18.14024131,18.2669049,18.18446759,18.24101605,18.26101045,18.23331176,18.04066243
Q4G0N4,21.25897855,21.21178002,21.35585219,21.29439732,21.38841258,21.26576982,21.25410749,21.30322652,21.20960918,21.24025579
P84090,23.15211862,23.14934247,23.14075102,23.24877732,23.84245162,22.5899394,22.86079504,23.30682744,23.43400836,23.27030699
Q5XPI4,15.5668211,15.66139146,15.32546124,15.5668211,15.27964826,15.5668211,15.79917975,15.42343984,15.27964826,15.79917975
P33552,21.0208505,20.96992583,20.9323577,21.06153004,21.29270049,20.75677794,20.86291996,21.0322162,21.18905836,21.01167036
Q9Y2Q9,23.35205772,23.29385388,23.30516129,23.27334353,23.47718387,23.35818252,23.26321939,23.28741651,23.31389114,23.29821197
